country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Liechtenstein,LIE,5/2/2021,,,,,26,,,,682,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,6/2/2021,,,,,26,,,,682,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,7/2/2021,,,,,26,,,,682,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,8/2/2021,,,,,26,,,,682,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,9/2/2021,,,,,26,,,,682,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,10/2/2021,1018,,,,26,2.67,,,682,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,11/2/2021,,,,,28,,,,734,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,12/2/2021,,,,,29,,,,760,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,13/2/2021,,,,,31,,,,813,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,14/2/2021,1165,,,,32,3.05,,,839,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,15/2/2021,,,,,45,,,,1180,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,16/2/2021,,,,,57,,,,1495,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,17/2/2021,1504,,,,69,3.94,,,1809,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,18/2/2021,,,,,75,,,,1967,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,19/2/2021,,,,,81,,,,2124,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,20/2/2021,,,,,87,,,,2281,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,21/2/2021,1812,,,,92,4.75,,,2412,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Lithuania,LTU,27/12/2020,2418,2418,,,,0.09,0.09,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,28/12/2020,5203,5203,,2785,2785,0.19,0.19,,1023,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,29/12/2020,8189,8189,,2986,2886,0.3,0.3,,1060,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,30/12/2020,9722,9722,,1533,2435,0.36,0.36,,894,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,31/12/2020,9747,9747,,25,1832,0.36,0.36,,673,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/1/2021,,,,,1491,,,,548,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2/1/2021,,,,,1263,,,,464,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,3/1/2021,,,,,1100,,,,404,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,4/1/2021,,,,,720,,,,264,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,5/1/2021,10369,10369,,,311,0.38,0.38,,114,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,6/1/2021,13866,13866,,3497,592,0.51,0.51,,217,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,7/1/2021,18020,18020,,4154,1182,0.66,0.66,,434,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,8/1/2021,23190,23190,,5170,1903,0.85,0.85,,699,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,9/1/2021,23494,23494,,304,1928,0.86,0.86,,708,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,10/1/2021,23497,23497,,3,1911,0.86,0.86,,702,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,11/1/2021,25704,25704,,2207,2208,0.94,0.94,,811,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,12/1/2021,27789,27789,,2085,2489,1.02,1.02,,914,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,13/1/2021,33935,33935,,6146,2867,1.25,1.25,,1053,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,14/1/2021,42560,42560,,8625,3506,1.56,1.56,,1288,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,15/1/2021,49825,49825,,7265,3805,1.83,1.83,,1398,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,16/1/2021,50921,50921,,1096,3918,1.87,1.87,,1439,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,17/1/2021,52052,50963,1089,1131,4079,1.91,1.87,0.04,1498,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,18/1/2021,56551,53789,2762,4499,4407,2.08,1.98,0.1,1619,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,19/1/2021,62836,56165,6671,6285,5007,2.31,2.06,0.25,1839,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,20/1/2021,66305,57802,8503,3469,4624,2.44,2.12,0.31,1699,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,21/1/2021,67854,58714,9140,1549,3613,2.49,2.16,0.34,1327,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,22/1/2021,68247,59037,9210,393,2632,2.51,2.17,0.34,967,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,23/1/2021,68255,59045,9210,8,2476,2.51,2.17,0.34,910,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,24/1/2021,,,,,2322,,,,853,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,25/1/2021,68357,59147,9210,,1687,2.51,2.17,0.34,620,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,26/1/2021,71458,61618,9840,3101,1232,2.62,2.26,0.36,453,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,27/1/2021,78351,65457,12894,6893,1721,2.88,2.4,0.47,632,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,28/1/2021,85419,68839,16580,7068,2509,3.14,2.53,0.61,922,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,29/1/2021,93473,71831,21642,8054,3604,3.43,2.64,0.79,1324,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,30/1/2021,94100,72025,22075,627,3692,3.46,2.65,0.81,1356,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,31/1/2021,94108,72033,22075,8,3686,3.46,2.65,0.81,1354,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/2/2021,96991,73085,23906,2883,4091,3.56,2.68,0.88,1503,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2/2/2021,100852,74742,26110,3861,4199,3.7,2.75,0.96,1542,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,3/2/2021,107573,76374,31199,6721,4175,3.95,2.81,1.15,1534,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,4/2/2021,117342,77903,39439,9769,4560,4.31,2.86,1.45,1675,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,5/2/2021,124573,78869,45704,7231,4443,4.58,2.9,1.68,1632,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,6/2/2021,125298,78938,46360,725,4457,4.6,2.9,1.7,1637,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,7/2/2021,125395,78941,46454,97,4470,4.61,2.9,1.71,1642,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,8/2/2021,128048,79171,48877,2653,4437,4.7,2.91,1.8,1630,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,9/2/2021,130895,80249,50646,2847,4292,4.81,2.95,1.86,1577,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,10/2/2021,136987,84719,52268,6092,4202,5.03,3.11,1.92,1544,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,11/2/2021,146017,92445,53572,9030,4096,5.36,3.4,1.97,1505,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,12/2/2021,153284,98735,54549,7267,4102,5.63,3.63,2,1507,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,13/2/2021,153729,99180,54549,445,4062,5.65,3.64,2,1492,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,14/2/2021,,,,,4378,,,,1608,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,15/2/2021,158354,103112,55242,,4329,5.82,3.79,2.03,1590,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,16/2/2021,158885,103433,55452,531,3999,5.84,3.8,2.04,1469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,17/2/2021,167047,107769,59278,8162,4294,6.14,3.96,2.18,1577,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,18/2/2021,178153,114199,63954,11106,4591,6.54,4.19,2.35,1686,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,19/2/2021,188465,121212,67253,10312,5026,6.92,4.45,2.47,1846,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,20/2/2021,189476,122161,67315,1011,5107,6.96,4.49,2.47,1876,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,21/2/2021,,,,,5165,,,,1897,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,22/2/2021,194913,126045,68868,,5223,7.16,4.63,2.53,1919,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,23/2/2021,203423,133450,69973,8510,6363,7.47,4.9,2.57,2337,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,24/2/2021,213945,143092,70853,10522,6700,7.86,5.26,2.6,2461,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg,LUX,30/12/2020,1200,1200,,,,0.19,0.19,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,31/12/2020,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,1/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,2/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,3/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,4/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,5/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,6/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,7/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,8/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,9/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,10/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,11/1/2021,1943,1943,,,62,0.31,0.31,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,12/1/2021,2372,2372,,429,114,0.38,0.38,,182,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,13/1/2021,2871,2871,,499,177,0.46,0.46,,283,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,14/1/2021,3233,3233,,362,220,0.52,0.52,,351,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,15/1/2021,,,,,236,,,,377,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,16/1/2021,,,,,252,,,,403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,17/1/2021,3755,3755,,,268,0.6,0.6,,428,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,18/1/2021,4569,4569,,814,375,0.73,0.73,,599,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,19/1/2021,5294,5294,,725,417,0.85,0.85,,666,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,20/1/2021,6193,6193,,899,475,0.99,0.99,,759,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,21/1/2021,6897,6897,,704,523,1.1,1.1,,835,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,22/1/2021,,,,,558,,,,891,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,23/1/2021,,,,,592,,,,946,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,24/1/2021,,,,,626,,,,1000,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,25/1/2021,8554,7309,1245,,569,1.37,1.17,0.2,909,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,26/1/2021,9525,8280,1245,971,604,1.52,1.32,0.2,965,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,27/1/2021,10449,9107,1342,924,608,1.67,1.45,0.21,971,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,28/1/2021,11373,9890,1483,924,639,1.82,1.58,0.24,1021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,29/1/2021,,,,,630,,,,1006,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
Luxembourg,LUX,30/1/2021,,,,,622,,,,994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
